host,verdict
benvickers.is-great.net,DEAD_no_account
benvondoussa.great-site.net,DEAD_no_account
berardinoardo.is-great.net,DEAD_no_account
berenpaul.lovestoblog.com,DEAD_no_account
bernabaines.lovestoblog.com,DEAD_no_account
bernahull.is-great.net,DEAD_no_account
bernamarshall.iblogger.org,DEAD_no_account
bernardchase.lovestoblog.com,DEAD_no_account
bernardonewton.is-great.net,DEAD_no_account
bernardrichar.iblogger.org,DEAD_no_account
berndkuhn.wuaze.com,DEAD_no_account
berndmaier.is-great.org,DEAD_no_account
berndscher.my-style.in,DEAD_no_account
bernicedicker.great-site.net,DEAD_no_account
berniceforbes.is-best.net,DEAD_no_account
berniceperkins.kesug.com,DEAD_no_account
bersunvancou.my-style.in,DEAD_no_account
berthalove.kesug.com,DEAD_no_account
berthatorre.is-great.net,DEAD_no_account
bertrammason.is-great.net,DEAD_no_account
bertroberts.wuaze.com,DEAD_no_account
berymartin.is-great.org,DEAD_no_account
bessiegalloway.great-site.net,DEAD_no_account
bethmayer.kesug.com,DEAD_no_account
betsybarrien.wuaze.com,DEAD_no_account
betsymejia.iblogger.org,DEAD_no_account
bettiebright.is-best.net,DEAD_no_account
bettieriley.kesug.com,DEAD_no_account
bettyatkins.is-best.net,DEAD_no_account
beverleybruce.lovestoblog.com,DEAD_no_account
beverlystanley.kesug.com,DEAD_no_account
bevonovimetla.great-site.net,DEAD_no_account
bharttoppers.totalh.net,DEAD_no_account
bhroniclevareer.is-great.net,DEAD_no_account
biagiafazio.wuaze.com,DEAD_no_account
biancastrong.kesug.com,DEAD_no_account
biancopascale.kesug.com,DEAD_no_account
bibianapointner.great-site.net,DEAD_no_account
bilaldoyle.is-great.org,DEAD_no_account
biljanaleutgeb.kesug.com,DEAD_no_account
billiepage.is-best.net,DEAD_no_account
billybright.is-best.net,DEAD_no_account
billygarrison.is-great.net,DEAD_no_account
birmintheghamail.nichesite.org,DEAD_no_account
bisculturenews.wuaze.com,DEAD_no_account
bishal.com,UNCERTAIN_timeout
bisionaryvibrant.is-best.net,DEAD_no_account
bityscopnews.fast-page.org,DEAD_no_account
bizbeatnews.wuaze.com,DEAD_no_account
blagokos.lovestoblog.com,ALIVE
blainefischer.iblogger.org,DEAD_no_account
blainemeehan.great-site.net,DEAD_no_account
blainetrevino.great-site.net,DEAD_no_account
blairballard.kesug.com,DEAD_no_account
blakeavery.is-best.net,DEAD_no_account
blakebruce.great-site.net,DEAD_no_account
blakecameron.is-great.net,DEAD_no_account
blakelydyer.great-site.net,DEAD_no_account
blakemathy.great-site.net,DEAD_no_account
blakerussell.great-site.net,DEAD_no_account
blakesutton.great-site.net,DEAD_no_account
blancaleonard.wuaze.com,DEAD_no_account
blanchcastro.wuaze.com,DEAD_no_account
blanchehuffman.is-best.net,DEAD_no_account
blaynenevarez.likesyou.org,DEAD_no_account
blazebliss.talk4fun.net,ALIVE
blazebliss.totalh.net,DEAD_no_account
blazebloom.is-great.net,DEAD_no_account
blazebloom.lovestoblog.com,DEAD_no_account
blazebloom.wuaze.com,DEAD_no_account
blazeblossom.lovestoblog.com,DEAD_no_account
blazebol.lovestoblog.com,DEAD_no_account
blazebolt.great-site.net,DEAD_no_account
blazebolt.lovestoblog.com,DEAD_no_account
blazebolt.wuaze.com,DEAD_no_account
blazebree.iblogger.org,DEAD_no_account
blazebreez.iblogger.org,DEAD_no_account
blazebreeze.is-best.net,DEAD_no_account
blazebreeze.lovestoblog.com,DEAD_no_account
blazebreeze.my-style.in,DEAD_no_account
blazebreeze.nichesite.org,DEAD_no_account
blazebright.is-best.net,DEAD_no_account
blazebright.kesug.com,DEAD_no_account
blazebright.nichesite.org,DEAD_no_account
blazebrillianc.kesug.com,ALIVE
blazebrilliance.iblogger.org,DEAD_no_account
blazebrilliance.kesug.com,DEAD_no_account
blazebrilliance.wuaze.com,DEAD_no_account
blazecascade.my-board.org,DEAD_no_account
blazeklisalon.fast-page.org,DEAD_no_account
blazeseaconle.is-great.org,DEAD_no_account
blebur.great-site.net,DEAD_no_account
bleekdtyle.kesug.com,DEAD_no_account
blissblaze.is-best.net,DEAD_no_account
blissblaze.nichesite.org,DEAD_no_account
bloomblaze.kesug.com,DEAD_no_account
bloomblaze.lovestoblog.com,DEAD_no_account
bobbiepearson.iblogger.org,DEAD_no_account
bobbyperkins.is-best.net,DEAD_no_account
bodedelacruz.is-great.net,DEAD_no_account
bodeweiss.iblogger.org,DEAD_no_account
bogdanzehetner.is-best.net,DEAD_no_account
boltblaze.great-site.net,DEAD_no_account
bonivilchis.lovestoblog.com,DEAD_no_account
bonniecline.great-site.net,DEAD_no_account
bonniesherman.is-great.org,DEAD_no_account
bookerpalmer.wuaze.com,DEAD_no_account
booneramos.is-great.net,DEAD_no_account
boosterjogwarts.is-great.org,DEAD_no_account
bostonglobe.totalh.net,DEAD_no_account
bostongthelobe.wuaze.com,DEAD_no_account
bostonherald.is-great.net,DEAD_no_account
bostonknight.is-great.net,DEAD_no_account
bostonvo.iblogger.org,DEAD_no_account
bouriercelestial.mydiscussion.net,DEAD_no_account
bowmanalexan.iblogger.org,DEAD_no_account
boydcamilla.iblogger.org,DEAD_no_account
bpicenternews.wuaze.com,DEAD_no_account
bradenryan.is-great.net,DEAD_no_account
bradfordmatthews.is-great.net,DEAD_no_account
bradleyrees.is-great.org,DEAD_no_account
bradleyshepherd.is-best.net,DEAD_no_account
bradlypedraza.iblogger.org,DEAD_no_account
bradneil.wuaze.com,DEAD_no_account
bradyhinton.iblogger.org,DEAD_no_account
bradymaldon.is-best.net,DEAD_no_account
braedenmayer.kesug.com,DEAD_no_account
braelynnbean.lovestoblog.com,DEAD_no_account
braelynvarga.lovestoblog.com,DEAD_no_account
brainatkinson.iblogger.org,DEAD_no_account
brandonmcgrath.iblogger.org,DEAD_no_account
brandonwilson.iblogger.org,DEAD_no_account
brandybeaton.is-great.net,DEAD_no_account
brandyclements.is-best.net,DEAD_no_account
brandynhaley.kesug.com,DEAD_no_account
brantleykhan.iblogger.org,DEAD_no_account
brantweston.iblogger.org,DEAD_no_account
bravewheelthe.kesug.com,DEAD_no_account
brayanscully.kesug.com,DEAD_no_account
braydenhilder.lovestoblog.com,DEAD_no_account
braydenslatery.lovestoblog.com,ALIVE
breanadaily.lovestoblog.com,DEAD_no_account
breezeblaz.totalh.net,DEAD_no_account
brendaglass.is-best.net,DEAD_no_account
brendanbaird.iblogger.org,DEAD_no_account
brendanblack.wuaze.com,DEAD_no_account
brendansharp.lovestoblog.com,DEAD_no_account
brendenrichard.is-great.org,DEAD_no_account
brendonpalmer.is-great.net,DEAD_no_account
brennangallo.iblogger.org,DEAD_no_account
brennanharmon.is-best.net,DEAD_no_account
brennenlind.wuaze.com,DEAD_no_account
brentnair.lovestoblog.com,DEAD_no_account
brentonulrich.lovestoblog.com,DEAD_no_account
bretbutler.is-best.net,DEAD_no_account
brianbeaudoin.is-great.org,DEAD_no_account
briannaholmes.great-site.net,DEAD_no_account
briannaortega.kesug.com,DEAD_no_account
briarbautista.is-best.net,DEAD_no_account
briarescobar.is-great.net,DEAD_no_account
briareverett.great-site.net,DEAD_no_account
briarportillo.is-best.net,DEAD_no_account
bridgcobb.iblogger.org,DEAD_no_account
bridgeradler.is-great.net,DEAD_no_account
bridgergray.is-best.net,DEAD_no_account
bridgetcohen.is-best.net,DEAD_no_account
bridgetheath.kesug.com,DEAD_no_account
bridgetherman.great-site.net,DEAD_no_account
bridgettebenitez.iblogger.org,DEAD_no_account
briefingdaily.kesug.com,DEAD_no_account
briellaolson.wuaze.com,DEAD_no_account
brightblaze.iblogger.org,DEAD_no_account
brightblaze.mydiscussion.net,DEAD_no_account
brightblaze.totalh.net,DEAD_no_account
brigidasalvador.wuaze.com,DEAD_no_account
brileyroche.iblogger.org,DEAD_no_account
brilliancblaze.kesug.com,DEAD_no_account
brillianceblaze.kesug.com,DEAD_no_account
bristolcochran.wuaze.com,DEAD_no_account
bristolthepost.wuaze.com,DEAD_no_account
britanyduff.my-board.org,DEAD_no_account
brithaines.lovestoblog.com,DEAD_no_account
britnehorn.is-great.org,DEAD_no_account
brittanyouellette.lovestoblog.com,DEAD_no_account
brittphilip.lovestoblog.com,DEAD_no_account
brockedge.is-best.net,DEAD_no_account
brodiejarrell.kesug.com,DEAD_no_account
brodiemalley.kesug.com,DEAD_no_account
brodiemenhok.is-great.net,DEAD_no_account
brodydelong.lovestoblog.com,DEAD_no_account
bronsonbauer.iblogger.org,DEAD_no_account
bronspalermo.lovestoblog.com,DEAD_no_account
brookehazon.is-great.net,DEAD_no_account
brookewilkes.is-great.net,DEAD_no_account
brookshenry.wuaze.com,DEAD_no_account
brooksmeza.kesug.com,DEAD_no_account
brooksmullins.is-best.net,DEAD_no_account
brownernest.kesug.com,DEAD_no_account
brucegleason.iblogger.org,DEAD_no_account
brucemendez.wuaze.com,DEAD_no_account
brunobates.great-site.net,DEAD_no_account
brunocrawford.is-best.net,DEAD_no_account
brunomarangon.lovestoblog.com,DEAD_no_account
bryangould.iblogger.org,DEAD_no_account
bryanshepard.iblogger.org,DEAD_no_account
bryantbenton.is-best.net,DEAD_no_account
brycefoley.is-best.net,DEAD_no_account
brycenmeza.is-best.net,DEAD_no_account
brycenreed.iblogger.org,DEAD_no_account
brycereich.iblogger.org,DEAD_no_account
brycerichmond.is-great.org,DEAD_no_account
bryleeramsey.lovestoblog.com,DEAD_no_account
brynhanley.iblogger.org,DEAD_no_account
bryonystanley.iblogger.org,DEAD_no_account
brysonmaddox.lovestoblog.com,DEAD_no_account
budcollins.kesug.com,DEAD_no_account
budhensley.great-site.net,DEAD_no_account
buffalonews.lovestoblog.com,DEAD_no_account
bugakupresak.fanclub.rocks,DEAD_no_account
bukendalonreve.nichesite.org,DEAD_no_account
bulletinadvance.iblogger.org,DEAD_no_account
bulletinadvance.is-best.net,DEAD_no_account
bulletinboard.kesug.com,DEAD_no_account
bulletinfiveword.iblogger.org,DEAD_no_account
bulletinfiveword.is-best.net,DEAD_no_account
bulletinhogwarts.wuaze.com,DEAD_no_account
bulletininternational.totalh.net,DEAD_no_account
bulletintheruby.great-site.net,ALIVE
buotientquill.nichesite.org,DEAD_no_account
burkhardsommer.is-best.net,DEAD_no_account
burstbusiness.fast-page.org,DEAD_no_account
burtonanne.lovestoblog.com,DEAD_no_account
businessthereporter.synergize.co,DEAD_no_account
buttstherufus.kesug.com,DEAD_no_account
byrongilmore.is-best.net,DEAD_no_account
byronhinton.is-great.net,DEAD_no_account
cadechambers.is-best.net,DEAD_no_account
caelandickerson.great-site.net,DEAD_no_account
caidenbond.is-best.net,DEAD_no_account
cainmhon.is-great.org,DEAD_no_account
cairothepost.my-style.in,DEAD_no_account
caitlinvillegas.wuaze.com,DEAD_no_account
calebarmytage.great-site.net,DEAD_no_account
calebbirkbeck.great-site.net,DEAD_no_account
calebgresham.is-great.org,DEAD_no_account
calebsalinas.is-best.net,DEAD_no_account
calebtroup.wuaze.com,ALIVE
calgarysunnews.great-site.net,DEAD_no_account
califbeefresno.is-best.net,DEAD_no_account
callenmontes.is-great.org,DEAD_no_account
callerstorm.great-site.net,DEAD_no_account
calliecurley.wuaze.com,DEAD_no_account
callievolkman.is-best.net,DEAD_no_account
calliopehale.lovestoblog.com,DEAD_no_account
callumday.kesug.com,DEAD_no_account
callumfabinyi.is-best.net,DEAD_no_account
calvinchrist.lovestoblog.com,DEAD_no_account
calvinsaldana.my-board.org,DEAD_no_account
camdenkramer.iblogger.org,DEAD_no_account
camdenshields.is-great.org,DEAD_no_account
camerondavey.wuaze.com,DEAD_no_account
cameronhauslaib.is-great.net,DEAD_no_account
cameronkerr.is-great.net,DEAD_no_account
cameronpinnock.great-site.net,DEAD_no_account
cameronpostle.is-great.org,DEAD_no_account
cameronskelton.kesug.com,DEAD_no_account
cameronwilkinson.wuaze.com,DEAD_no_account
camerynkenne.lovestoblog.com,DEAD_no_account
camilakrueger.wuaze.com,DEAD_no_account
camillakjar.lovestoblog.com,DEAD_no_account
camillecruz.kesug.com,DEAD_no_account
campbellmicheal.nichesite.org,DEAD_no_account
camryngagnon.lovestoblog.com,DEAD_no_account
canaanblanc.lovestoblog.com,DEAD_no_account
candicereid.kesug.com,DEAD_no_account
candrapatel.wuaze.com,DEAD_no_account
candytapia.iblogger.org,DEAD_no_account
cannondickey.wuaze.com,DEAD_no_account
cannonhoffman.is-best.net,DEAD_no_account
cannonnava.is-best.net,DEAD_no_account
cannonrichard.great-site.net,DEAD_no_account
capesartsnews.kesug.com,DEAD_no_account
capitalchatter.lovestoblog.com,ALIVE
caraleblanc.great-site.net,DEAD_no_account
careerchronicle.iblogger.org,DEAD_no_account
careyknox.iblogger.org,DEAD_no_account
careymcdowell.is-great.org,DEAD_no_account
careymora.iblogger.org,DEAD_no_account
careyoliver.iblogger.org,DEAD_no_account
carissawade.iblogger.org,DEAD_no_account
carlabresciani.is-great.net,DEAD_no_account
carlacardinali.is-great.net,DEAD_no_account
carliephelps.iblogger.org,DEAD_no_account
carlleigh.is-great.org,DEAD_no_account
carlokemp.great-site.net,DEAD_no_account
carlopiscopo.lovestoblog.com,DEAD_no_account
carlosmercado.is-great.org,DEAD_no_account
carlshort.kesug.com,DEAD_no_account
carltonpatterson.great-site.net,DEAD_no_account
carlykeith.kesug.com,DEAD_no_account
carlymadden.wuaze.com,DEAD_no_account
carlyschaefer.iblogger.org,DEAD_no_account
carmelaconway.iblogger.org,DEAD_no_account
carmeladonal.kesug.com,DEAD_no_account
carmenmacias.wuaze.com,DEAD_no_account
carmenwatsi.kesug.com,DEAD_no_account
carolcarney.is-great.net,DEAD_no_account
carolemilner.wuaze.com,DEAD_no_account
carolesalt.is-great.net,DEAD_no_account
caroleshannon.lovestoblog.com,DEAD_no_account
carolinarami.iblogger.org,DEAD_no_account
carolinechan.is-best.net,DEAD_no_account
carolmartens.is-great.net,DEAD_no_account
carolyncalderon.is-great.net,DEAD_no_account
carolzhang.is-best.net,DEAD_no_account
carriecalhoun.iblogger.org,DEAD_no_account
carscom.nichesite.org,DEAD_no_account
carsonnichols.kesug.com,DEAD_no_account
carterfumiko.lovestoblog.com,DEAD_no_account
cascadecrimso.kesug.com,DEAD_no_account
cascadecrimson.kesug.com,DEAD_no_account
cascadecrimson.wuaze.com,DEAD_no_account
casenbenitez.is-best.net,DEAD_no_account
caseydumas.lovestoblog.com,DEAD_no_account
caseyriley.is-best.net,DEAD_no_account
caseyschott.lovestoblog.com,DEAD_no_account
cassandpurdy.is-best.net,DEAD_no_account
cassandrasimard.iblogger.org,DEAD_no_account
cassidyrosario.kesug.com,DEAD_no_account
cassiedillon.lovestoblog.com,DEAD_no_account
castielquintero.is-best.net,DEAD_no_account
castieltorres.iblogger.org,DEAD_no_account
cataleyaglover.kesug.com,DEAD_no_account
cataleyajacobs.kesug.com,DEAD_no_account
catalinaconde.iblogger.org,DEAD_no_account
catalystthronicle.is-great.net,DEAD_no_account
catarinogalindo.iblogger.org,DEAD_no_account
catherglenn.lovestoblog.com,DEAD_no_account
catherinegomez.lovestoblog.com,DEAD_no_account
catherinesanti.great-site.net,DEAD_no_account
cathryncantrell.is-best.net,DEAD_no_account
cathryneccles.is-best.net,DEAD_no_account
catrinasteph.likesyou.org,DEAD_no_account
catrionacoe.wuaze.com,DEAD_no_account
cbowlingfrederi.my-style.in,DEAD_no_account
ceceliabarber.great-site.net,DEAD_no_account
cecelialeonard.iblogger.org,DEAD_no_account
ceceliaprice.lovestoblog.com,DEAD_no_account
cecilhardy.is-best.net,DEAD_no_account
ceciliaduckwo.lovestoblog.com,DEAD_no_account
ceciliaduran.wuaze.com,DEAD_no_account
ceciliahughes.kesug.com,DEAD_no_account
cedrickbates.is-best.net,DEAD_no_account
celebrityeveryday.iblogger.org,ALIVE
celestialcharm.wuaze.com,DEAD_no_account
celestialcipher.great-site.net,DEAD_no_account
celestialspecter.is-best.net,DEAD_no_account
celestinapiras.wuaze.com,DEAD_no_account
celinaknight.great-site.net,DEAD_no_account
celinerosario.lovestoblog.com,DEAD_no_account
cesarcarrillo.wuaze.com,DEAD_no_account
cesarmills.wuaze.com,DEAD_no_account
cesarromero.kesug.com,DEAD_no_account
chadwickbanks.great-site.net,DEAD_no_account
chaimruiz.is-great.net,DEAD_no_account
chancebooth.is-best.net,DEAD_no_account
charlesaguirre.iblogger.org,DEAD_no_account
charlesbidencope.is-best.net,DEAD_no_account
charlesburnett.is-best.net,DEAD_no_account
charlescollins.great-site.net,DEAD_no_account
charlesglencros.is-best.net,DEAD_no_account
charlesmccoll.great-site.net,DEAD_no_account
charlesmedworth.is-great.org,DEAD_no_account
charlespatel.is-great.net,DEAD_no_account
charleyblan.iblogger.org,DEAD_no_account
charlibeaney.iblogger.org,DEAD_no_account
charlieamess.synergize.co,DEAD_no_account
charlieashton.great-site.net,ALIVE
charlieburkits.wuaze.com,DEAD_no_account
charliecarson.iblogger.org,DEAD_no_account
charliemacdonald.is-great.org,DEAD_no_account
charliemcencroe.is-great.org,DEAD_no_account
charliephillip.lovestoblog.com,DEAD_no_account
charlotteobserver.great-site.net,DEAD_no_account
charlotteyang.iblogger.org,DEAD_no_account
charmairobinso.wuaze.com,DEAD_no_account
charmchicnews.wuaze.com,DEAD_no_account
chasberg.is-great.org,DEAD_no_account
cherrybates.is-best.net,DEAD_no_account
cherrybrooke.lovestoblog.com,DEAD_no_account
chestercrensh.likesyou.org,DEAD_no_account
chiaracappelli.iblogger.org,DEAD_no_account
chicagothetribune.mydiscussion.net,DEAD_no_account
chicagotribune.is-best.net,DEAD_no_account
chinathepost.lovestoblog.com,DEAD_no_account
chloebird.great-site.net,DEAD_no_account
chloecox.great-site.net,DEAD_no_account
chloejackson.iblogger.org,DEAD_no_account
chloesowers.great-site.net,DEAD_no_account
chloewintle.wuaze.com,DEAD_no_account
chloezhu.infy.uk,UNCERTAIN_timeout
chrishaag.wuaze.com,DEAD_no_account
chrishaynes.is-best.net,DEAD_no_account
chrismartinez.is-best.net,DEAD_no_account
chrispherwalpole.wuaze.com,DEAD_no_account
christamccann.wuaze.com,DEAD_no_account
christelgotz.is-great.net,DEAD_no_account
christhomson.is-best.net,DEAD_no_account
christianfischer.wuaze.com,DEAD_no_account
christiangutierrez.iblogger.org,DEAD_no_account
christianhenderson.is-great.net,DEAD_no_account
christiankinross.great-site.net,DEAD_no_account
christianmountga.is-best.net,DEAD_no_account
christidow.iblogger.org,DEAD_no_account
christihuynh.lovestoblog.com,DEAD_no_account
christinadiedich.lovestoblog.com,DEAD_no_account
christinalove.kesug.com,DEAD_no_account
christinausterlitz.is-best.net,DEAD_no_account
christinawise.kesug.com,DEAD_no_account
christinschreiner.lovestoblog.com,DEAD_no_account
christiwalte.lovestoblog.com,DEAD_no_account
christopherbee.is-great.net,DEAD_no_account
christophermealmaker.is-best.net,DEAD_no_account
chroniclefogwarts.great-site.net,DEAD_no_account
chroniclescurrent.great-site.net,DEAD_no_account
chroniclesogwarts.synergize.co,DEAD_no_account
chroniclesthe.is-best.net,DEAD_no_account
chroniclethesunday.great-site.net,DEAD_no_account
chsentinelthewren.totalh.net,DEAD_no_account
chuckthomson.lovestoblog.com,DEAD_no_account
chungharrin.lovestoblog.com,DEAD_no_account
chwartzruths.wuaze.com,DEAD_no_account
cierrashell.wuaze.com,DEAD_no_account
